image,category,tags
3309.jpg,Shoes,"['summer', 'blue', 'white', 'Sports Shoes']"
12706.jpg,Shoes,"['red', 'Sports Shoes', 'white']"
12683.jpg,Shoes,"['white', 'Sports Shoes']"
4491.jpg,Shoes,"['sporty', 'blue', 'white', 'Sports Shoes']"
18674.jpg,Shoes,"['white', 'Sports Shoes']"
44403.jpg,Shoes,"['casual', 'green', 'Sports Shoes']"
46797.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
14334.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
29227.jpg,Shoes,"['black', 'Sports Shoes']"
28607.jpg,Shoes,"['white', 'Sports Shoes']"
33827.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
6674.jpg,Shoes,"['black', 'Sports Shoes']"
35709.jpg,Shoes,"['blue', 'Sports Shoes', 'grey']"
4550.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
42987.jpg,Shoes,"['white', 'Sports Shoes']"
36945.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
13982.jpg,Shoes,"['black', 'Sports Shoes']"
22491.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
13652.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
29258.jpg,Shoes,"['green', 'white', 'Sports Shoes']"
19349.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
4556.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
3232.jpg,Shoes,"['black', 'white', 'Sports Shoes']"
6640.jpg,Shoes,"['sporty', 'pink', 'Sports Shoes', 'grey']"
36954.jpg,Shoes,"['black', 'blue', 'Sports Shoes']"
6453.jpg,Shoes,"['black', 'sporty', 'red', 'Sports Shoes']"
29228.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
3296.jpg,Shoes,"['summer', 'blue', 'Sports Shoes', 'white', 'sporty']"
4579.jpg,Shoes,"['blue', 'Sports Shoes']"
3662.jpg,Shoes,"['black', 'sporty', 'red', 'Sports Shoes']"
19305.jpg,Shoes,"['blue', 'formal', 'Sports Shoes']"
42140.jpg,Shoes,"['Sports Shoes', 'grey']"
14344.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
13167.jpg,Shoes,"['black', 'Sports Shoes']"
39339.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
9048.jpg,Shoes,"['black', 'Sports Shoes']"
5582.jpg,Shoes,"['red', 'Sports Shoes', 'white']"
22486.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
46089.jpg,Shoes,"['white', 'Sports Shoes']"
22542.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
12958.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
40473.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
34653.jpg,Shoes,"['black', 'summer', 'Sports Shoes']"
9057.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
4268.jpg,Shoes,"['red', 'Sports Shoes']"
46800.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
4996.jpg,Shoes,"['black', 'sporty', 'Sports Shoes', 'grey']"
23491.jpg,Shoes,"['black', 'Sports Shoes']"
36462.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
13188.jpg,Shoes,"['black', 'formal', 'Sports Shoes']"
25582.jpg,Shoes,"['black', 'summer', 'casual', 'Sports Shoes']"
5046.jpg,Shoes,"['summer', 'blue', 'Sports Shoes', 'casual', 'white']"
42027.jpg,Shoes,"['black', 'Sports Shoes']"
6644.jpg,Shoes,"['spring', 'white', 'Sports Shoes']"
25418.jpg,Shoes,"['white', 'Sports Shoes']"
15408.jpg,Shoes,"['black', 'Sports Shoes']"
44639.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
7222.jpg,Shoes,"['black', 'red', 'Sports Shoes', 'winter', 'formal', 'grey']"
3651.jpg,Shoes,"['black', 'Sports Shoes', 'formal', 'grey']"
1731.jpg,Shoes,"['sporty', 'blue', 'white', 'Sports Shoes']"
10125.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
6663.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
13201.jpg,Shoes,"['summer', 'white', 'Sports Shoes']"
26619.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
34649.jpg,Shoes,"['purple', 'Sports Shoes', 'grey']"
8080.jpg,Shoes,"['white', 'Sports Shoes']"
4515.jpg,Shoes,"['red', 'Sports Shoes', 'grey', 'casual', 'white']"
10104.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
23926.jpg,Shoes,"['Sports Shoes', 'grey']"
13683.jpg,Shoes,"['blue', 'Sports Shoes']"
35826.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
38761.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
8076.jpg,Shoes,"['white', 'Sports Shoes']"
3308.jpg,Shoes,"['black', 'summer', 'white', 'yellow', 'regular', 'sporty', 'Sports Shoes']"
7721.jpg,Shoes,"['blue', 'casual', 'white', 'Sports Shoes']"
42984.jpg,Shoes,"['white', 'Sports Shoes']"
31973.jpg,Shoes,"['black', 'Sports Shoes']"
15723.jpg,Shoes,"['white', 'Sports Shoes', 'purple']"
6856.jpg,Shoes,"['casual', 'white', 'green', 'Sports Shoes']"
16980.jpg,Shoes,"['white', 'Sports Shoes']"
13916.jpg,Shoes,"['white', 'Sports Shoes']"
3667.jpg,Shoes,"['red', 'Sports Shoes', 'grey']"
25422.jpg,Shoes,"['green', 'Sports Shoes']"
25442.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
4997.jpg,Shoes,"['black', 'summer', 'casual', 'Sports Shoes']"
23889.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
26450.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
6665.jpg,Shoes,"['sporty', 'Sports Shoes', 'yellow', 'grey']"
5519.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
26623.jpg,Shoes,"['black', 'Sports Shoes']"
1641.jpg,Shoes,"['Sports Shoes', 'grey']"
39626.jpg,Shoes,"['white', 'Sports Shoes']"
38646.jpg,Shoes,"['white', 'Sports Shoes']"
26608.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
46327.jpg,Shoes,"['red', 'Sports Shoes', 'grey']"
6378.jpg,Shoes,"['black', 'Sports Shoes']"
22959.jpg,Shoes,"['white', 'Sports Shoes']"
3672.jpg,Shoes,"['black', 'red', 'Sports Shoes', 'grey']"
25464.jpg,Shoes,"['black', 'Sports Shoes']"
23938.jpg,Shoes,"['black', 'Sports Shoes']"
19863.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
5243.jpg,Shoes,"['black', 'sporty', 'white', 'Sports Shoes']"
15743.jpg,Shoes,"['white', 'Sports Shoes']"
3237.jpg,Shoes,"['red', 'Sports Shoes', 'white']"
5360.jpg,Shoes,"['blue', 'Sports Shoes', 'grey']"
12691.jpg,Shoes,"['Sports Shoes', 'grey']"
5584.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
44397.jpg,Shoes,"['casual', 'blue', 'Sports Shoes']"
9210.jpg,Shoes,"['white', 'Sports Shoes']"
19387.jpg,Shoes,"['yellow', 'Sports Shoes']"
5354.jpg,Shoes,"['Sports Shoes', 'grey']"
41840.jpg,Shoes,"['white', 'Sports Shoes']"
6126.jpg,Shoes,"['black', 'Sports Shoes', 'grey']"
7741.jpg,Shoes,"['black', 'sporty', 'blue', 'Sports Shoes']"
54544.jpg,Shoes,"['black', 'Sports Shoes']"
43234.jpg,Shoes,"['white', 'Sports Shoes']"
32190.jpg,Shoes,"['pink', 'Sports Shoes']"
4516.jpg,Shoes,"['sporty', 'pink', 'white', 'Sports Shoes']"
42999.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
29262.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
3691.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
5577.jpg,Shoes,"['Sports Shoes', 'formal', 'grey', 'black', 'white']"
42141.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
6751.jpg,Shoes,"['white', 'Sports Shoes']"
13210.jpg,Shoes,"['summer', 'white', 'Sports Shoes']"
12991.jpg,Shoes,"['Sports Shoes', 'grey']"
15716.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
4498.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
4044.jpg,Shoes,"['black', 'white', 'regular', 'sporty', 'Sports Shoes', 'grey']"
13700.jpg,Shoes,"['white', 'Sports Shoes']"
44228.jpg,Shoes,"['white', 'Sports Shoes']"
24420.jpg,Shoes,"['blue', 'Sports Shoes']"
42033.jpg,Shoes,"['black', 'casual', 'red', 'Sports Shoes']"
3673.jpg,Shoes,"['black', 'white', 'Sports Shoes', 'grey']"
39623.jpg,Shoes,['Sports Shoes']
13164.jpg,Shoes,"['black', 'Sports Shoes']"
9126.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
7843.jpg,Shoes,"['blue', 'casual', 'white', 'Sports Shoes']"
12699.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
42025.jpg,Shoes,"['pink', 'white', 'Sports Shoes', 'grey']"
13212.jpg,Shoes,"['Sports Shoes', 'grey']"
1730.jpg,Shoes,"['pink', 'Sports Shoes', 'black', 'white', 'sporty']"
44232.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
6149.jpg,Shoes,"['black', 'casual', 'Sports Shoes', 'grey']"
32738.jpg,Shoes,"['casual', 'summer', 'blue', 'Sports Shoes']"
35641.jpg,Shoes,"['blue', 'Sports Shoes']"
26615.jpg,Shoes,"['white', 'regular', 'Sports Shoes']"
36419.jpg,Shoes,"['blue', 'Sports Shoes']"
5734.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
28659.jpg,Shoes,"['Sports Shoes', 'grey']"
34732.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
3240.jpg,Shoes,"['red', 'Sports Shoes']"
3226.jpg,Shoes,"['black', 'white', 'formal', 'Sports Shoes']"
18593.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
39636.jpg,Shoes,"['white', 'Sports Shoes']"
37708.jpg,Shoes,"['black', 'red', 'Sports Shoes']"
1832.jpg,Shoes,['Sports Shoes']
44234.jpg,Shoes,"['black', 'Sports Shoes']"
4514.jpg,Shoes,"['blue', 'red', 'white', 'casual', 'Sports Shoes', 'grey']"
32729.jpg,Shoes,"['black', 'blue', 'Sports Shoes']"
25445.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
35932.jpg,Shoes,"['black', 'waterproof', 'Sports Shoes']"
1542.jpg,Shoes,['Sports Shoes']
27253.jpg,Shoes,"['blue', 'white', 'green', 'Sports Shoes']"
5411.jpg,Shoes,['Sports Shoes']
26605.jpg,Shoes,"['black', 'regular', 'Sports Shoes']"
8088.jpg,Shoes,"['white', 'Sports Shoes']"
12714.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
5532.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
25571.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
59011.jpg,Shoes,"['Sports Shoes', 'grey']"
15418.jpg,Shoes,"['white', 'Sports Shoes']"
5583.jpg,Shoes,"['casual', 'brown', 'Sports Shoes']"
8071.jpg,Shoes,"['Sports Shoes', 'grey']"
8342.jpg,Shoes,"['blue', 'formal', 'Sports Shoes']"
10039.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
13656.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
9058.jpg,Shoes,"['white', 'Sports Shoes']"
12711.jpg,Shoes,"['Sports Shoes', 'grey']"
13648.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
36143.jpg,Shoes,"['Sports Shoes', 'grey']"
5315.jpg,Shoes,"['sporty', 'pink', 'Sports Shoes', 'grey']"
24426.jpg,Shoes,"['blue', 'Sports Shoes']"
5531.jpg,Shoes,"['black', 'formal', 'Sports Shoes']"
7753.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
24416.jpg,Shoes,"['white', 'Sports Shoes']"
4147.jpg,Shoes,"['summer', 'white', 'Sports Shoes', 'grey']"
5588.jpg,Shoes,"['blue', 'Sports Shoes', 'black', 'casual', 'white']"
28635.jpg,Shoes,"['white', 'Sports Shoes']"
15720.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
25415.jpg,Shoes,"['white', 'Sports Shoes']"
25487.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
39622.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
5365.jpg,Shoes,['Sports Shoes']
31971.jpg,Shoes,"['blue', 'Sports Shoes']"
4543.jpg,Shoes,"['sporty', 'Sports Shoes', 'purple']"
26611.jpg,Shoes,"['white', 'Sports Shoes']"
32737.jpg,Shoes,"['summer', 'casual', 'white', 'Sports Shoes']"
18906.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
38532.jpg,Shoes,"['black', 'Sports Shoes', 'regular', 'purple']"
5248.jpg,Shoes,"['red', 'Sports Shoes', 'white', 'regular', 'sporty']"
13690.jpg,Shoes,['Sports Shoes']
26586.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
6629.jpg,Shoes,"['Sports Shoes', 'grey', 'black', 'white', 'sporty']"
54078.jpg,Shoes,"['orange', 'waterproof', 'Sports Shoes']"
26601.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
5525.jpg,Shoes,"['red', 'formal', 'Sports Shoes']"
12963.jpg,Shoes,"['blue', 'Sports Shoes']"
46808.jpg,Shoes,"['blue', 'Sports Shoes', 'grey']"
4528.jpg,Shoes,"['blue', 'Sports Shoes', 'black', 'casual', 'brown']"
39673.jpg,Shoes,"['white', 'Sports Shoes']"
24452.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
9127.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
5398.jpg,Shoes,"['Sports Shoes', 'regular', 'grey']"
19303.jpg,Shoes,"['red', 'Sports Shoes']"
47168.jpg,Shoes,"['Sports Shoes', 'grey']"
12716.jpg,Shoes,"['Sports Shoes', 'grey']"
3671.jpg,Shoes,"['Sports Shoes', 'grey']"
5400.jpg,Shoes,"['blue', 'Sports Shoes', 'grey']"
9405.jpg,Shoes,"['white', 'Sports Shoes']"
31974.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
8256.jpg,Shoes,"['white', 'Sports Shoes']"
35712.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
9108.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
6747.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
40480.jpg,Shoes,"['blue', 'casual', 'white', 'Sports Shoes']"
8072.jpg,Shoes,"['Sports Shoes', 'grey']"
25570.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
25478.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
6830.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
3301.jpg,Shoes,"['summer', 'pink', 'Sports Shoes', 'white', 'regular']"
25584.jpg,Shoes,"['black', 'Sports Shoes']"
42145.jpg,Shoes,"['black', 'Sports Shoes']"
5372.jpg,Shoes,"['brown', 'Sports Shoes']"
24412.jpg,Shoes,"['black', 'red', 'Sports Shoes', 'white']"
39661.jpg,Shoes,"['black', 'Sports Shoes']"
36427.jpg,Shoes,"['white', 'Sports Shoes']"
28604.jpg,Shoes,"['black', 'Sports Shoes']"
26593.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
41434.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
36454.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
5363.jpg,Shoes,['Sports Shoes']
22541.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
9109.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
13900.jpg,Shoes,"['black', 'Sports Shoes']"
12968.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
22731.jpg,Shoes,"['black', 'summer', 'red', 'waterproof', 'Sports Shoes', 'brown', 'grey']"
39669.jpg,Shoes,"['black', 'Sports Shoes']"
13912.jpg,Shoes,"['blue', 'Sports Shoes']"
13919.jpg,Shoes,"['white', 'Sports Shoes']"
43335.jpg,Shoes,"['blue', 'Sports Shoes']"
36220.jpg,Shoes,"['blue', 'Sports Shoes']"
22736.jpg,Shoes,"['white', 'Sports Shoes']"
10089.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
7840.jpg,Shoes,"['yellow', 'Sports Shoes', 'black', 'green', 'casual']"
13197.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
46804.jpg,Shoes,"['Sports Shoes', 'grey']"
34819.jpg,Shoes,"['blue', 'white', 'Sports Shoes', 'grey']"
5409.jpg,Shoes,['Sports Shoes']
43371.jpg,Shoes,"['white', 'Sports Shoes']"
15717.jpg,Shoes,"['green', 'Sports Shoes']"
36459.jpg,Shoes,"['white', 'Sports Shoes']"
15406.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
7255.jpg,Shoes,"['red', 'formal', 'Sports Shoes', 'grey', 'winter']"
24409.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
19862.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
22977.jpg,Shoes,"['white', 'Sports Shoes']"
59010.jpg,Shoes,"['black', 'blue', 'Sports Shoes']"
8075.jpg,Shoes,"['black', 'Sports Shoes']"
6650.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
36440.jpg,Shoes,"['black', 'Sports Shoes']"
2967.jpg,Shoes,"['black', 'Sports Shoes', 'grey']"
15412.jpg,Shoes,"['black', 'white', 'Sports Shoes']"
34823.jpg,Shoes,"['white', 'Sports Shoes']"
9133.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
4336.jpg,Shoes,"['black', 'white', 'Sports Shoes']"
5362.jpg,Shoes,"['sporty', 'red', 'Sports Shoes']"
36957.jpg,Shoes,"['grey', 'red', 'Sports Shoes', 'white']"
9111.jpg,Shoes,"['sporty', 'blue', 'Sports Shoes']"
46291.jpg,Shoes,"['white', 'yellow', 'Sports Shoes']"
13163.jpg,Shoes,"['Sports Shoes', 'grey']"
13204.jpg,Shoes,"['black', 'summer', 'casual', 'Sports Shoes']"
6677.jpg,Shoes,"['black', 'white', 'formal', 'Sports Shoes']"
11968.jpg,Shoes,"['black', 'Sports Shoes']"
5038.jpg,Shoes,"['summer', 'casual', 'white', 'Sports Shoes']"
5739.jpg,Shoes,"['sporty', 'summer', 'white', 'Sports Shoes']"
5540.jpg,Shoes,"['black', 'sporty', 'blue', 'Sports Shoes']"
42985.jpg,Shoes,"['Sports Shoes', 'formal', 'grey']"
5234.jpg,Shoes,"['black', 'Sports Shoes', 'grey']"
34835.jpg,Shoes,"['summer', 'blue', 'Sports Shoes']"
13701.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
12972.jpg,Shoes,"['blue', 'Sports Shoes']"
54540.jpg,Shoes,"['Sports Shoes', 'grey']"
19938.jpg,Shoes,"['white', 'Sports Shoes']"
23877.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
15747.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
24213.jpg,Shoes,"['black', 'Sports Shoes']"
1828.jpg,Shoes,['Sports Shoes']
14332.jpg,Shoes,"['white', 'Sports Shoes']"
42026.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
8526.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
13898.jpg,Shoes,"['white', 'Sports Shoes']"
14345.jpg,Shoes,"['Sports Shoes', 'grey']"
4580.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
46084.jpg,Shoes,"['white', 'Sports Shoes']"
39889.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
1548.jpg,Shoes,"['sporty', 'Sports Shoes']"
59012.jpg,Shoes,"['black', 'Sports Shoes']"
20807.jpg,Shoes,"['blue', 'Sports Shoes']"
5572.jpg,Shoes,"['green', 'Sports Shoes']"
13924.jpg,Shoes,"['black', 'Sports Shoes']"
7594.jpg,Shoes,"['white', 'Sports Shoes']"
39654.jpg,Shoes,"['white', 'Sports Shoes']"
44404.jpg,Shoes,"['sporty', 'brown', 'Sports Shoes']"
3242.jpg,Shoes,"['black', 'red', 'Sports Shoes', 'white']"
54524.jpg,Shoes,"['black', 'Sports Shoes']"
22952.jpg,Shoes,"['Sports Shoes', 'grey']"
4524.jpg,Shoes,"['black', 'white', 'Sports Shoes']"
18413.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
25565.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
29263.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
13189.jpg,Shoes,"['black', 'formal', 'Sports Shoes']"
17732.jpg,Shoes,"['orange', 'brown', 'Sports Shoes']"
54539.jpg,Shoes,"['black', 'Sports Shoes']"
25469.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
8302.jpg,Shoes,"['orange', 'casual', 'white', 'Sports Shoes']"
1951.jpg,Shoes,"['summer', 'casual', 'Sports Shoes', 'purple']"
10080.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
25575.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
22691.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
35428.jpg,Shoes,"['white', 'Sports Shoes']"
9135.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
4532.jpg,Shoes,"['blue', 'Sports Shoes', 'black', 'casual', 'white']"
33821.jpg,Shoes,"['black', 'blue', 'casual', 'Sports Shoes']"
5392.jpg,Shoes,['Sports Shoes']
10126.jpg,Shoes,"['sporty', 'fitted', 'white', 'Sports Shoes']"
40483.jpg,Shoes,"['pink', 'casual', 'Sports Shoes']"
22543.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
8528.jpg,Shoes,"['black', 'Sports Shoes']"
35429.jpg,Shoes,"['sporty', 'brown', 'Sports Shoes']"
4344.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
5534.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
34654.jpg,Shoes,"['summer', 'Sports Shoes', 'grey']"
4157.jpg,Shoes,"['black', 'spring', 'red', 'white', 'formal', 'Sports Shoes']"
22699.jpg,Shoes,"['black', 'Sports Shoes']"
7586.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
5589.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
11930.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
23886.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
4477.jpg,Shoes,"['Sports Shoes', 'grey', 'black', 'casual', 'white']"
39684.jpg,Shoes,"['white', 'Sports Shoes']"
29243.jpg,Shoes,"['white', 'Sports Shoes']"
4045.jpg,Shoes,"['Sports Shoes', 'grey', 'black', 'casual', 'white']"
44227.jpg,Shoes,"['black', 'Sports Shoes', 'grey']"
24218.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
12700.jpg,Shoes,"['black', 'yellow', 'Sports Shoes']"
8964.jpg,Shoes,"['casual', 'white', 'regular', 'Sports Shoes']"
4175.jpg,Shoes,"['black', 'casual', 'white', 'Sports Shoes']"
36837.jpg,Shoes,"['Sports Shoes', 'grey']"
32189.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
13702.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
24419.jpg,Shoes,"['white', 'Sports Shoes', 'grey']"
12957.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
5723.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
7592.jpg,Shoes,"['blue', 'casual', 'Sports Shoes']"
9196.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
26325.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
36140.jpg,Shoes,"['black', 'Sports Shoes']"
43350.jpg,Shoes,"['black', 'Sports Shoes']"
23845.jpg,Shoes,"['white', 'Sports Shoes', 'slim']"
19302.jpg,Shoes,"['black', 'Sports Shoes']"
10110.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
5595.jpg,Shoes,"['casual', 'white', 'green', 'Sports Shoes']"
59013.jpg,Shoes,"['blue', 'Sports Shoes']"
5329.jpg,Shoes,"['blue', 'Sports Shoes']"
8346.jpg,Shoes,"['white', 'formal', 'Sports Shoes']"
5467.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
3367.jpg,Shoes,"['summer', 'pink', 'Sports Shoes', 'white', 'regular']"
3154.jpg,Shoes,"['black', 'Sports Shoes']"
36457.jpg,Shoes,"['sporty', 'Sports Shoes', 'grey']"
15740.jpg,Shoes,"['Sports Shoes', 'grey']"
8083.jpg,Shoes,"['sporty', 'green', 'waterproof', 'Sports Shoes']"
6829.jpg,Shoes,"['blue', 'white', 'Sports Shoes']"
5405.jpg,Shoes,"['sporty', 'Sports Shoes']"
9051.jpg,Shoes,"['Sports Shoes', 'grey']"
54525.jpg,Shoes,"['Sports Shoes', 'grey']"
13214.jpg,Shoes,"['summer', 'white', 'Sports Shoes']"
44611.jpg,Shoes,"['black', 'Sports Shoes']"
39634.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
25412.jpg,Shoes,"['white', 'Sports Shoes']"
4645.jpg,Shoes,"['pink', 'Sports Shoes', 'grey', 'white', 'sporty']"
4563.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
43352.jpg,Shoes,"['white', 'Sports Shoes']"
35933.jpg,Shoes,"['black', 'Sports Shoes']"
24722.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
9055.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
12712.jpg,Shoes,"['Sports Shoes', 'grey']"
15302.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
46338.jpg,Shoes,"['black', 'Sports Shoes']"
8343.jpg,Shoes,"['black', 'formal', 'Sports Shoes']"
54537.jpg,Shoes,"['white', 'Sports Shoes']"
14338.jpg,Shoes,"['blue', 'casual', 'Sports Shoes']"
43337.jpg,Shoes,"['Sports Shoes', 'grey']"
43356.jpg,Shoes,"['black', 'Sports Shoes', 'grey']"
44782.jpg,Shoes,"['white', 'Sports Shoes']"
35725.jpg,Shoes,"['yellow', 'Sports Shoes']"
42088.jpg,Shoes,"['brown', 'Sports Shoes']"
4985.jpg,Shoes,"['summer', 'red', 'Sports Shoes', 'white', 'sporty']"
5401.jpg,Shoes,"['sporty', 'blue', 'Sports Shoes']"
17830.jpg,Shoes,"['black', 'casual', 'Sports Shoes']"
39910.jpg,Shoes,"['blue', 'red', 'Sports Shoes']"
23925.jpg,Shoes,"['black', 'Sports Shoes']"
43373.jpg,Shoes,"['white', 'Sports Shoes']"
4466.jpg,Shoes,"['black', 'sporty', 'white', 'Sports Shoes']"
5752.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
41436.jpg,Shoes,"['black', 'white', 'Sports Shoes']"
15718.jpg,Shoes,"['black', 'sporty', 'Sports Shoes']"
22710.jpg,Shoes,"['Sports Shoes', 'purple']"
29255.jpg,Shoes,"['black', 'Sports Shoes']"
42142.jpg,Shoes,"['sporty', 'white', 'Sports Shoes']"
7746.jpg,Shoes,"['sporty', 'Sports Shoes', 'brown', 'grey']"
10092.jpg,Shoes,"['casual', 'Sports Shoes', 'grey']"
13190.jpg,Shoes,"['white', 'Sports Shoes']"
18411.jpg,Shoes,"['white', 'Sports Shoes']"
53436.jpg,Shoes,"['white', 'Sports Shoes']"
36230.jpg,Shoes,"['white', 'Sports Shoes']"
5654.jpg,Shoes,"['white', 'Sports Shoes']"
5476.jpg,Shoes,"['casual', 'white', 'Sports Shoes']"
4151.jpg,Shoes,"['black', 'sporty', 'green', 'Sports Shoes']"
